,Clip_Name,sentence,label_desc,use,label
314,Ses01F_script03_2_F016,Oh. It's a woman's duty to allure the man.,Negative,train,0
315,Ses01F_script03_2_F017,No it isn't.,Negative,test,0
316,Ses01F_script03_2_F018,You shut up.,Negative,validation,0
317,Ses01F_script03_2_F021,They sting. I don't care. Do you understand? I don't care if they bark and they roll about like hoops.,Negative,train,0
318,Ses01F_script03_2_F022,"Yes I did, quite a lot.",Negative,train,0
319,Ses01F_script03_2_F023,Mind your own business.,Negative,train,0
320,Ses01F_script03_2_F024,"You're quite insufferable, I expect it's because you are drunk.",Negative,train,0
321,Ses01F_script03_2_F025,You've always had a weak head.,Negative,train,0
322,Ses01F_script03_2_F026,"On the contrary, a child of two can get violently drunk on only one glass of brandy.",Negative,test,0
323,Ses01F_script03_2_F027,Oh shut up.,Negative,validation,0
324,Ses01F_script03_2_F028,Shut up.,Negative,test,0
325,Ses01F_script03_2_F029,"Not very funny, darling. Why don't you have some more brandy.",Negative,test,0
326,Ses01F_script03_2_F030,Why?,Neutral,train,1
327,Ses01F_script03_2_F031,There are no people upstairs; it's a photographer's studio.,Neutral,train,1
328,Ses01F_script03_2_F032,They are away in Tunis.,Neutral,train,1
329,Ses01F_script03_2_F034,Fine if you insist on being boorish and idiotic.,Negative,validation,0
330,Ses01F_script03_2_F035,"You are far too temperamental, try to control yourself.",Negative,train,0
331,Ses01F_script03_2_F036,"I won't. Let go, let go of me. Listen, listen? I'm sick and tired of listening to you, you sadistic bully.",Negative,validation,0
332,Ses01F_script03_2_F037,"Oh shut up. Let go. I hate you, I hate you. Do you hear? You are a conceited and overbearing and utterly impossible.",Negative,train,0
333,Ses01F_script03_2_F038,This is the end. Do you hear me? Finally and forever.,Negative,train,0
334,Ses01F_script03_2_F039,Oh. Yes I am.,Negative,train,0
335,Ses01F_script03_2_F040,"Yes I am. Stop it. Stop it. Let go of me. Oh. You're a cruel fiend. I loathe and I hate you. Marry you again? Never, never, never. I hope you die in torment, you brute beast cad.",Negative,train,0
336,Ses01F_script03_2_M001,However I believe the real cause of that row was Peter Burden.,Neutral,test,1
337,Ses01F_script03_2_M002,I knew nothing of the sort. You took presents from him.,Neutral,train,1
338,Ses01F_script03_2_M004,You went out of your way to torture me over Peter Burden.,Neutral,validation,1
339,Ses01F_script03_2_M007,What about me?,Negative,test,0
340,Ses01F_script03_2_M014,"Really, Amanda.",Negative,validation,0
341,Ses01F_script03_2_M018,"Well as a matter of fact, yes, that's perfectly true.",Neutral,train,1
342,Ses01F_script03_2_M019,Yes it is.,Neutral,train,1
343,Ses01F_script03_2_M020,"Oh really. It's a pity you didn't have any brandy, it would have made you a little less disagreeable.",Negative,train,0
344,Ses01F_script03_2_M021,"Snap, snap, snap. You know you are like a little adder.",Negative,validation,0
345,Ses01F_script03_2_M022,Nonsense. They have a bag of venom behind their fangs and they snap. They snap.,Negative,train,0
346,Ses01F_script03_2_M023,Did you see much of Peter Burden after our divorce?,Negative,train,0
347,Ses01F_script03_2_M024,"And I suppose you let him kiss you a good deal more than, too. Yes. I suppose you guys had a riotous time, huh? All out, no restraint at all. Well, you never really had much anyhow.",Negative,train,0
348,Ses01F_script03_2_M025,I think I am not in the least bit drunk.,Negative,train,0
349,Ses01F_script03_2_M026,I think I mentioned once before that I've had three minute liquor glasses the whole evening long. A child of two cannot get drunk on that.,Negative,validation,0
350,Ses01F_script03_2_M027,"That's very interesting Amanda. How about a child of four? Or a child of six? Or a child of nine? We can get a good little conversation going on about this, you know, intemperate tots.",Negative,train,0
351,Ses01F_script03_2_M029,"Look, you better turn that off. I don't want to wake up the people upstairs.",Negative,test,0
352,Ses01F_script03_2_M030,Well then you'll wake up the people downstairs.,Negative,train,0
353,Ses01F_script03_2_M031,This is no time of year for Tunis.,Neutral,train,1
354,Ses01F_script03_2_M032,I will do no such thing.,Negative,train,0
355,Ses01F_script03_2_M033,"Will you turn that off, it's driving me mad.",Negative,train,0
356,Ses01F_script03_2_M034,Turn it off.,Negative,test,0
357,Ses01F_script03_2_M035,"Amanda, listen, listen.",Negative,validation,0
358,Ses01F_script03_2_M036,Oh. That's very amusing indeed.,Negative,test,0
359,Ses01F_script03_2_M037,"You are a vile, ill-tempered, loose living, wicked little beast and I never want to see you again as long as I live.",Negative,train,0
360,Ses01F_script03_2_M038,You're not going like this.,Negative,train,0
361,Ses01F_script03_2_M039,You're not.,Negative,validation,0
362,Ses01F_script03_2_M040,"Shut up. Shut up. God, I wouldn't marry you again if you came crawling back to me on a bended knee. You are a vile, ill-tempered, mean little wench and I never want to see you again as long as I live.",Negative,validation,0
363,Ses01M_impro01_F000,Next.,Negative,test,0
364,Ses01M_impro01_F001,My window is open.,Negative,train,0
365,Ses01M_impro01_F007,"No, I need your ID to give you a second ID.",Negative,test,0
366,Ses01M_impro01_F008,It's really simple if you have a problem with it... Maybe you should--,Negative,validation,0
367,Ses01M_impro01_F011,What do you expect me to do?,Negative,train,0
368,Ses01M_impro01_F012,Probably.,Negative,train,0
369,Ses01M_impro01_F019,Don't raise your voice with me.,Negative,train,0
370,Ses01M_impro01_F020,Don't talk to me like I'm a child.,Negative,train,0
371,Ses01M_impro01_F021,Do you know how long I've been working here? How long have you lived in California?,Negative,train,0
372,Ses01M_impro01_F022,"Maybe you never been to the D.M.V. before, maybe you should get back in line. You know what? sit in line again and if you get my number ask for different one.",Negative,test,0
373,Ses01M_impro01_F024,Uh huh. I didn't come here get in yelling match either.,Neutral,train,1
374,Ses01M_impro01_F025,They don't pay me enough to deal people like you.,Neutral,train,1
375,Ses01M_impro01_M003,"Yes, Jones.",Neutral,train,1
376,Ses01M_impro01_M010,"No, I don't have a passport.",Neutral,validation,1
377,Ses01M_impro01_M020,Did you even look at the form? I filled it out all these questions--,Negative,train,0
378,Ses01M_impro01_M025,I am not...I'm not getting to back that line.,Negative,train,0
379,Ses01M_impro01_M030,Why?,Negative,train,0
380,Ses01M_impro01_M031,"Why, because I'm sick of talking to you.",Negative,train,0
381,Ses01M_impro01_M032,"'Cause you're obviously not talking to me, you're just yelling at me, berating me and telling me I can't fill out forms right.",Negative,train,0
382,Ses01M_impro02_F000,What's happening?,Neutral,train,1
383,Ses01M_impro02_F009,I don't even know what to tell you.,Negative,train,0
384,Ses01M_impro02_F010,What about the birthday party?,Negative,train,0
385,Ses01M_impro02_F013,You're going with the same ones?,Negative,test,0
386,Ses01M_impro02_F015,It's not the same though.,Negative,train,0
387,Ses01M_impro02_F017,Mm hmm. We'll build a bunker and never come out.,Negative,train,0
388,Ses01M_impro02_F019,Don't say that.,Negative,train,0
389,Ses01M_impro02_M000,"Hey, Joy come in here.",Neutral,train,1
390,Ses01M_impro02_M001,I have to go back.,Negative,train,0
391,Ses01M_impro02_M002,I just got a letter I have to go back.,Negative,train,0
392,Ses01M_impro02_M003,First thing tomorrow morning.,Negative,train,0
393,Ses01M_impro02_M007,"The National Guard is I guess really spread thin and then everyone has to go. We all have to go back, my whole companies going back.",Negative,test,0
394,Ses01M_impro02_M009,"So yeah, we leave tomorrow...",Negative,train,0
395,Ses01M_impro02_M010,...we're all shipping out.,Negative,train,0
396,Ses01M_impro02_M011,I just got I feel like I'm in shock actually.,Negative,train,0
397,Ses01M_impro02_M012,I don't know.,Negative,test,0
398,Ses01M_impro02_M013,I guess you're just going to have to have it without me.,Negative,train,0
399,Ses01M_impro02_M014,"Hey listen, it's going to be okay though, all right?",Negative,train,0
400,Ses01M_impro02_M015,You're going to be fine.,Negative,train,0
401,Ses01M_impro02_M016,"I'm going to be fine too, okay?",Negative,train,0
402,Ses01M_impro02_M017,I know I have a good... I have a really good group of guys with me.,Negative,test,0
403,Ses01M_impro02_M018,We're going to be okay.,Negative,train,0
404,Ses01M_impro02_M019,Do promise me you're going to take a lot of pictures.,Negative,train,0
405,Ses01M_impro02_M020,I know.,Negative,validation,0
406,Ses01M_impro02_M021,I just wish there was something I could do.,Negative,test,0
407,Ses01M_impro02_M022,Run away?,Negative,train,0
408,Ses01M_impro02_M023,"I really don't want to go, I don't want to go...",Negative,test,0
409,Ses01M_impro02_M025,I love you.,Negative,validation,0
410,Ses01M_impro03_F017,I don't know get it in cash.,Neutral,train,1
411,Ses01M_impro03_F018,Yeah.,Neutral,train,1
412,Ses01M_impro03_F021,"Oh yeah, absolutely, absolutely.",Neutral,train,1
413,Ses01M_impro03_M003,"Well, she's not a citizen so she wants to get a visa.",Neutral,validation,1
414,Ses01M_impro03_M006,"She's actually from England, I think. Well she- she spoke English but she had an accent. I didn't even ask.",Neutral,train,1
415,Ses01M_impro03_M014,Yeah. Make her like open the bank account and stuff too.,Neutral,train,1
416,Ses01M_impro03_M018,Just cash hardcore.,Neutral,test,1
417,Ses01M_impro03_M021,And then we can honeymoon. I want to go tropical though like Bahamas- --or like Tahiti or something. I just want to like beach and like drink.,Neutral,test,1
418,Ses01M_impro04_F000,You seem kind of down.,Neutral,train,1
419,Ses01M_impro04_F002,What do you mean?,Neutral,train,1
420,Ses01M_impro04_F003,There's a lot of people looking for jobs.,Neutral,train,1
421,Ses01M_impro04_F004,"I don't know, I mean, I just don't think...",Neutral,test,1
422,Ses01M_impro04_F005,Did you ever think it might be your attitude that's...,Neutral,validation,1
423,Ses01M_impro04_F008,"Right, sure.",Neutral,train,1
424,Ses01M_impro04_F009,"But I mean you kind of got to, you got to fake it 'til you feel it, right?",Neutral,train,1
425,Ses01M_impro04_F010,I'm just saying that if I was looking to hire somebody in the--or kind of... No. No. No.,Neutral,test,1
426,Ses01M_impro04_F018,We're trying to have a conversation and you seem extremely hostile. You keep cutting me off.,Neutral,train,1
427,Ses01M_impro04_F019,I can't finish the sentence with you without you jumping in...,Neutral,test,1
428,Ses01M_impro04_F020,...and you're always right.,Neutral,train,1
429,Ses01M_impro04_F021,You have an excuse for everything.,Neutral,test,1
430,Ses01M_impro04_F022,I'm just saying that maybe you should take in some information before you produce more of your own.,Neutral,validation,1
431,Ses01M_impro04_F023,[BREATHING],Neutral,train,1
432,Ses01M_impro04_F025,"Well, what kind of field are you looking to go into?",Neutral,validation,1
433,Ses01M_impro04_M014,What?,Negative,train,0
434,Ses01M_impro04_M018,"Okay. Okay no, no, no, no okay no, I need to hear this more. Come on, bring it.",Negative,train,0
435,Ses01M_impro04_M023,I'm like a sponge I'm like soaked up with all this information for like three years I'm just dying for a job to like put it in to.,Negative,train,0
436,Ses01M_impro04_M025,That's it.,Neutral,validation,1
437,Ses01M_impro05_F000,Can I help you?,Neutral,validation,1
438,Ses01M_impro05_F001,I need a little more information.,Neutral,validation,1
439,Ses01M_impro05_F002,What- What flight did you come in on?,Neutral,test,1
440,Ses01M_impro05_F003,Georgia?,Neutral,test,1
441,Ses01M_impro05_F004,"There's no need for you to raise your voice, sir.",Neutral,train,1
442,Ses01M_impro05_F005,I've been college educated.,Neutral,train,1
443,Ses01M_impro05_F006,I speak your language.,Neutral,train,1
444,Ses01M_impro05_F007,I'm just saying you don't need to talk to me like I-,Neutral,test,1
445,Ses01M_impro05_F011,"Details, Details. Well, anyhow can I--",Neutral,test,1
446,Ses01M_impro05_F012,so you flew in from Atlanta...,Neutral,test,1
447,Ses01M_impro05_F026,people wouldn't Fly our airline.,Neutral,validation,1
448,Ses01M_impro05_F027,What was that?,Neutral,validation,1
449,Ses01M_impro05_F028,That's unfortunate.,Neutral,test,1
450,Ses01M_impro05_F033,No.,Neutral,train,1
451,Ses01M_impro05_F034,We have plenty of aggressive searching going on it's not there. Someone's taken it.,Neutral,validation,1
452,Ses01M_impro05_M004,Are you insinuating that I don't have a college education and that- for some reason that makes you a better person than I am?,Negative,train,0
453,Ses01M_impro05_M005,"Listen, shut your smug mouth, okay? I don't need that.",Negative,train,0
454,Ses01M_impro05_M006,I've been sitting here for four hours.,Negative,validation,0
455,Ses01M_impro05_M007,You people have just been tossing me around like a used hanky.,Negative,train,0
456,Ses01M_impro05_M008,You work here.,Negative,train,0
457,Ses01M_impro05_M015,Okay.,Neutral,train,1
458,Ses01M_impro05_M020,Probably people that work for your company huh?,Negative,train,0
459,Ses01M_impro05_M021,Do you know what was in that little bag that I could have just easily put in overhead compartment but no I had to check?,Negative,train,0
460,Ses01M_impro05_M022,My computer which has all of my data which I'm collecting right now.,Negative,train,0
461,Ses01M_impro05_M023,Yeah it's really unfortunate you know why because I'm going to get fired if I don't get that. So I need to have that back.,Negative,train,0
462,Ses01M_impro05_M024,"Fifty dollars is not going to cover me for my job, okay?",Negative,test,0
